Numéro;SortieEnSalleLe;VuLe;Titre;Affiche;TitreOriginal;Pays;Réalisateur;Acteurs ;Avis;Comment;Prix;Ou;JeLai;Accompagnants;StyleGenre;Commentaire;Top de l'année
F0112;26/08/1981;27/08/1981;Le Facteur sonne toujours deux fois;Le facteur sonne toujours deux fois;The Postman Always Rings Twice;USA;Bob Rafelson;Jack Nicholson, Jessica Lange, John Colicos;pas mal;Ciné Plein Tarif ;;Galia Agen;;;;;
F0113;04/09/1981;05/09/1981;Outland;OUTLAND;Outland -Loin de la Terre;USA;Peter Hyams;Sean Connery, Peter Boyle, Frances Sternhagen;pas mal;Ciné Plein Tarif ;;Galia Agen;;;;;
F0114;16/09/1981;16/09/1981;Les Aventuriers de l'Arche perdue;Les Aventuriers de l'Arche perdue;Raiders of the Lost Ark;USA;Steven Spielberg;Harrison Ford, Karen Allen, Paul Freeman,;bien;Ciné Plein Tarif ;;Galia Agen;;;;;
F0115;23/09/1981;23/09/1981;Garde à vue;GARDE A VUE;;France;Claude Miller;Lino Ventura, Michel Serrault, Romy Schneider;pas mal;canal +;0;Télé St Cloud;;;;;
F0116;30/09/1981;30/09/1981;Au-delà du réel;AU DELA DU REEL;Altered States;USA;Ken Russell;Bob Balaban, William Hurt, Blair Brown;bien;Ciné Plein Tarif ;;Galia Agen;;;;;
F0117;07/03/1979;07/10/1981;Voyage au bout de l'enfer;VOYAGE AU BOUT DE L'ENFER.jpg;The Deer Hunter;USA;Michael Cimino;Robert De Niro, John Cazale, John Savage, Christopher Walken, Meryl Streep, George Dzundza;Tr bien;Ciné Plein Tarif ;;Rochefort ( base aérienne );;;;;
F0118;04/11/1981;04/11/1981;Coup de torchon;COUP DE TORCHON;;France;Bertrand Tavernier;Philippe Noiret, Isabelle Huppert, Jean-Pierre Marielle, Stéphane Audran, Eddy Mitchell, Guy Marchand,;bien;canal +;0;Télé St Cloud;;;;;
F0119;04/11/1981;04/11/1981;Le Loup-garou de Londres;LE LOUP-GAROU DE LONDRES;;Angleterre;John Landis;David Naughton, Jenny Agutter, Griffin Dunne, John Woodvine;pas mal;canal +;0;Télé St Cloud;;;;;
F0120;02/12/1981;02/12/1981;La Soupe aux Choux;LA SOUPE AUX CHOUX;;France;Jean Girault;Louis de Funès, Jean Carmet, Jacques Villeret, Claude Gensac,;pas mal;Ciné Plein Tarif ;;Galia Agen;;;;;
F0121;16/12/1981;17/12/1981;La Guerre du feu;LA GUERRE DU FEU;;France;Jean-Jacques Annaud;Everett McGill, Ron Perlman, Nameer El-Kadi, Rae Dawn Chong,;pas mal;Ciné Plein Tarif ;;Galia Agen;;;;;
F0122;14/01/1982;14/01/1982;Mad Max;Mad Max;;Australie;George Miller;Mel Gibson, Joanne Samuel, Hugh Keays-Byrne,;pas mal;Ciné Plein Tarif ;;Galia Agen;;;;;
F0123;18/02/1982;18/02/1982;Blow out;Blow out;;USA;Brian De Palma;John Travolta, Nancy Allen, John Lithgow,;pas mal;canal +;0;Télé St Cloud;;;;;
F0124;10/03/1982;11/03/1982;Bandits bandits;Bandits bandits;Time Bandits;Angleterre;Terry Gilliam;Craig Warnock, Sean Connery, John Cleese;pas mal;Ciné Plein Tarif ;;Galia Agen;;;;;
F0125;19/03/1980;19/03/1982;Star Trek : Le film;STAR TREK LE FILM.jpg;Star Trek : The Motion Picture;USA;Robert Wise ;William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, George Takei,;bien;diffusion chaines;0;Télé St Cloud;;;;;
F0126;07/04/1982;08/04/1982;Conan le Barbare;Conan le Barbare;Conan the Barbarian;USA;John Millius;Arnold Schwarzenegger, James Earl Jones, Max von Sydow;bien;Ciné Plein Tarif ;;Galia Agen;;;;;
F0127;14/07/1982;15/07/1982;Pink Floyd the wall;PINK FLOYD THE WALL;;Angleterre;Alan Parker;Bob Geldof, Christine Hargreaves, James Laurenson;Tr bien;Ciné Plein Tarif ;;Galia Agen;;;;;
F0128;11/08/1982;12/08/1982;MAD MAX 2, Le défi;MAD MAX 2 LE DEFI;Mad Max 2: The Road Warrior;Australie;George Miller;Mel Gibson, Bruce Spence, Michael Preston, Max Phipps;Tr bien;Ciné Plein Tarif ;;Galia Agen;;;;;
F0129;25/08/1982;26/08/1982;Le Père Noël est une ordure;LE PERE NOEL EST UNE ORDURE;;France;Jean-Marie Poiré;Anémone, Marie-Anne Chazel,  Thierry Lhermitte, Josiane Balasko,  Christian Clavier,  Gérard Jugnot,  Michel Blanc ;bien;canal +;0;Télé St Cloud;;;;;
F0130;15/09/1982;16/09/1982;Blade Runner;Blade Runner.jpg;Blade Runner;USA;Ridley Scott;Harrison Ford,  Rutger Hauer,  Sean Young, Daryl Hannah,  M. Emmet Walsh,  Brion James ;Tr bien;Ciné Plein Tarif ;;Galia Agen;;;;;
F0131;06/10/1982;06/10/1982;Deux heures moins le quart avant Jesus Christ;Deux heures moins le quart avant Jesus Christ;;France;Jean Yanne ;Coluche, Michel Serrault, Jean Yanne, Françoise Fabian, Michel Auclair, Mimi Coutelier, Darry Cowl, Paul Préboist, Daniel Emilfork, André Pousse;bien;Ciné Plein Tarif ;;Galia Agen;;;;;
F0132;13/10/1982;14/10/1982;Victor Victoria;Victor Victoria;;Angleterre;Blake Edwards;Michael Robbins, Julie Andrews, Robert Preston,;pas mal;Ciné Plein Tarif ;;Galia Agen;;;;;
F0133;20/10/1982;20/10/1982;Poltergeist;Poltergeist.jpg;;USA;Tobe Hooper;Craig T. Nelson, JoBeth Williams, Heater O'Rourke;moyen;canal +;0;Télé St Cloud;;;;;
F0134;20/10/1982;21/10/1982;Star trek II : la colère de Khan;Star trek II - la colère de Khan.jpg;Star Trek II: The Wrath of Khan;USA;Nicholas Meyer;William Shatner, Leonard Nimoy, DeForest Kelley,;moyen;DVD bibliotek;0;Télé St Cloud;;;;;
F0135;03/11/1982;04/11/1982;THE THING;The Thing 1982.jpg;THE THING;USA;John Carpenter;Kurt Russell, T.K. Carter, Wilford Brimley;Tr bien;Ciné Plein Tarif ;;Galia Agen;;;;;
F0136;01/12/1982;02/12/1982;E.T. l'extra-terrestre;E.T. l'extra-terrestre;E.T. - The Extra-Terrestrial;USA;Steven Spielberg;Dee Wallace, Henry Thomas, Peter Coyote;pas mal;Ciné Plein Tarif ;;Galia Agen;;;;;
F0137;08/12/1982;08/12/1982;Brisby et le secret de Nimh;BRISBY;;USA;Don Bluth;Animation USA;pas mal;canal +;0;Télé St Cloud;;;;;
F0138;08/12/1982;09/12/1982;TRON;TRON;TRON;USA;Steven Lisberger;Jeff Bridges, Bruce Boxleitner, David Warner,;pas mal;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0139;22/04/1953;10/12/1982;Le Salaire de la peur;LE SALAIRE DE LA PEUR;;France;Henri-Georges Clouzot;Yves Montand, Charles Vanel;bien;diffusion chaines;0;Télé St Cloud;;;;;
F0140;19/01/1983;20/01/1983;Les Dieux sont tombés sur la tête;LES DIEUX SONT TOMBES SUR LA TETE;The Gods must be crazy;Afrique du sud;Jamie Uys;Marius Weyers, Sandra Prinsloo, Xao;pas mal;canal +;0;Télé St Cloud;;;;;
F0141;23/02/1983;24/02/1983;L'Emprise;L'EMPRISE;The Entity;USA;Sidney J. Furie;Barbara Hershey, Ron Silver, David Labiosa;bien;canal +;0;Télé St Cloud;;;;;
F0142;02/03/1983;03/03/1983;Rambo;RAMBO;First Blood;USA;Ted Kotcheff;Sylvester Stallone, Richard Crenna, Brian Dennehy,;Tr bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0143;09/03/1983;10/03/1983;Mortelle randonnée;MORTELLE RANDONNEE;;France;Claude Miller;Michel Serrault, Isabelle Adjani, Guy Marchand,;bien;canal +;0;Télé St Cloud;;;;;
F0144;23/03/1983;24/03/1983;Dark crystal;Dark crystal;The Dark Crystal;USA;Frank Oz/ Jim Henson;Animation USA;pas mal;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0145;23/03/1983;24/03/1983;Gandhi;GANDHI;;Angleterre;Richard Attenborough;Ben Kingsley, Edward Fox, Martin Sheen;pas mal;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0146;29/03/1973;29/03/1983;L'Aventure du Poséidon;L'AVENTURE DU POSEIDON;The Poseidon Adventure;USA;Ronald Neame;Gene Hackman, Ernest Borgnine;bien;diffusion chaines;0;Télé Agen;;;;;
F0147;11/05/1983;12/05/1983;L'été meurtrier;L'ETE MEURTRIER;;France;Jean Becker;Isabelle Adjani, Alain Souchon, Michel Galabru,;bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0148;22/06/1983;23/06/1983;Monty Python : le sens de la vie;MONTY PYTHON LE SENS DE LA VIE;Monty Python's The Meaning Of Life;Angleterre;Terry Jones;Terry Gilliam, Michael Palin, Terry Jones,;bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0149;17/08/1983;18/08/1983;Tonnerre de feu;TONNERRE DE FEU;Blue Thunder;USA;John Badham;Roy Scheider, Warren Oates, Candy Clark;bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0150;19/10/1983;20/10/1983;Star Wars épisode 6 - Le Retour du JEDI;Star Wars épisode 6 - Le Retour du JEDI.jpg;Star Wars : Episode VI - Return of the Jedi;USA;Richard Marquand;Mark Hamill,  Harrison Ford, Carrie Fisher,  Billy Dee Williams ;Tr bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;Space Opéra;;
F0151;16/12/1983;17/12/1983;Firefox l'arme absolue;FIREFOX;;USA;Clint Eastwood ;Clint Eastwood, Freddie Jones, David Huffman, Warren Clarke,;pas mal;canal +;0;Télé St Cloud;;;;;
F0152;06/02/1974;06/02/1984;Papillon;;Papillon;USA;Franklin J. Schaffner ;Steve McQueen, Dustin Hoffman,;pas mal;diffusion chaines;0;Télé St Cloud;;;Evasion;ils jettent le balot à la mer;
F0153;08/02/1984;08/02/1984;Krull;KRULL;;USA;Peter Yates;Ken Marshall, Lysette Anthony, Freddie Jones,;moyen;DVD bibliotek;0;Télé St Cloud;;;;vu en aout 2007 ( heroic fantaisie kitcho-pénible, qq bons effets qd mem  );
F0154;15/02/1984;16/02/1984;Meurtre dans un jardin anglais;MEURTRE DANS UN JARDIN ANGLAIS;The Draughtsman's Contract;Angleterre;Peter Greenaway;Anthony Higgins, Janet Suzman, Anne-Louise Lambert,;bien;canal +;0;Télé St Cloud;;;;;
F0155;22/02/1984;22/02/1984;Gorky park;GORKY PARK;;USA;Michael Apted;William Hurt, Lee Marvin, Brian Dennehy,Joanna Pacula,;moyen;canal +;0;Télé St Cloud;;;;;
F0156;22/02/1984;23/02/1984;L'Ascenseur;L'ASCENSEUR;De Lift;Pays Bas;Dick Maas;Huub Stapel, Josine Van Dalsum, Willeke Van Ammelrooy;pas mal;DVD bibliotek;0;Télé St Cloud;;;;;
F0157;25/04/1984;26/04/1984;La Diagonale du Fou;LA DIAGONALE DU FOU;;France;Richard Dembo;Michel Piccoli, Alexandre Arbatt, Liv Ullmann;pas mal;canal +;0;Télé St Cloud;;;;;
F0158;25/04/1984;26/04/1984;L'étoffe des héros;L'ETOFFE DES HEROS;The Right Stuff;USA;Philip Kaufman;Sam Shepard, Scott Glenn, Ed Harris, Dennis Quaid,;bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0159;16/05/1984;17/05/1984;Videodrome;Videodrome;;USA;David Cronenberg;James Woods, Peter Dvorsky, Sonja Smits;pas mal;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0160;23/05/1984;24/05/1984;il était une fois en Amérique;IL ETAIT UNE FOIS EN AMERIQUE;Once Upon a Time in America;USA;Sergio Leone;Robert De Niro, James Woods, Elizabeth McGovern,;bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0161;13/06/1984;14/06/1984;Underfire;Underfire;;USA;Roger Spottiswoode;Nick Nolte,  Ed Harris, Gene Hackman,  Joanna Cassidy, Jean-Louis Trintignant ;bien;DVD bibliotek;0;Télé St Cloud;;;;;
F0162;03/08/1984;03/08/1984;Philadelphia experiment;PHILADELPHIA EXPERIMENT;;USA;Stewart Raffill;Michael Paré, Nancy Allen;pas mal;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0163;22/08/1984;23/08/1984;Sudden impact, le retour de l'inspecteur harry;LE RETOUR DE L'INSPECTEUR HARRY;Sudden Impact;USA;Clint Eastwood;Clint Eastwood, Sondra Locke, Bradford Dillman,;bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0164;29/08/1984;30/08/1984;Conan le destructeur;Conan le destructeur;;USA;Richard Fleischer;Arnold Schwarzenegger;moyen;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0165;12/09/1984;13/09/1984;Indiana Jones et le Temple Maudit;INDIANA JONES ET LE TEMPLE MAUDIT;Indiana Jones and the Temple of Doom;USA;Steven Spielberg;Harrison Ford, Kate Capshaw, Jonathan Ke Quan,;bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0166;19/09/1984;20/09/1984;Les Ripoux;LES RIPOUX;;France;Claude Zidi;Thierry Lhermitte, Philippe Noiret, Jacques Frantz;moyen;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0167;19/09/1984;20/09/1984;Paris Texas;PARIS TEXAS;;USA;Wim Wenders;Harry Dean Stanton, Nastassja Kinski, Hunter Carson,;bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0168;03/10/1984;04/10/1984;Maria's lovers;MARIA'S LOVERS;;USA;Andreï Konchalovsky;Nastassja Kinski, John Savage, Robert Mitchum;pas mal;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0169;17/10/1984;18/10/1984;Greystoke la legende de tarzan;GREYSTOKE;Greystone the Legend of Tarzan, Lord of the Apes;USA;Hugh Hudson;Christophe Lambert, Andie MacDowell, Ian Holm;pas mal;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0170;17/10/1984;18/10/1984;Marche à l'ombre;MARCHE A L'OMBRE;;France;Michel Blanc;Gérard Lanvin, Michel Blanc, Bernard Farcy;pas mal;diffusion chaines;0;Télé St Cloud;;;;;
F0171;31/10/1984;01/11/1984;Amadeus;Amadeus.jpg;;USA;Miloš Forman;Tom Hulce, F. Murray Abraham, Elisabeth Berridge;moyen;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0172;14/11/1984;15/11/1984;1984;1984;Nineteen Eighty-Four ;Angleterre;Michael Radford;John Hurt, Richard Burton, Suzanna Hamilton;pas mal;diffusion chaines;0;Télé St Cloud;;;;;
F0173;21/11/1984;21/11/1984;L'Histoire sans fin;L'HISTOIRE SANS FIN;The Neverending Story;USA;Wolfgang Petersen;Barret Oliver, Noah Hathaway, Tami Stronach,;bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0174;05/12/1984;06/12/1984;Gremlins;GREMLINS;;USA;Joe Dante;Zach Galligan, Phoebe Cates, Hoyt Axton,;moyen;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0175;12/12/1984;13/12/1984;S.O.S. Fantômes;;Ghostbusters;USA;Ivan Reitman;Bill Murray, Dan Aykroyd, Harold Ramis;bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0176;14/12/1984;15/12/1984;Repo man;;;USA;Alex Cox;Harry Dean Stanton, Emilio Estevez, Tracey Walter;moyen;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0177;09/01/1985;10/01/1985;Stranger than Paradise;;;USA;Jim Jarmusch;John Lurie, Eszter Balint, Richard Edson,;pas mal;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0178;16/01/1985;16/01/1985;La Corde Raide;LA CORDE RAIDE;Tightrope;USA;Richard Tuggle;Clint Eastwood, Geneviève Bujold, Dan Hedaya;pas mal;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0179;23/01/1985;23/01/1985;Razorback;;;Australie;Russell Mulcahy;Gregory Harrison, Arkie Whiteley;pas mal;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0180;30/01/1985;30/01/1985;Element of crime;Element of crime;Forbrydelsens element;Danemark;Lars Von Trier;Michael Elphick, Me Me Lei, Esmond Knight,;moyen;Ciné Plein Tarif ;;La Pagode;;;;;
F0181;06/02/1985;06/02/1985;DUNE;DUNE;Dune;USA;David Lynch;Kyle MacLachlan,  Francesca Annis,  Jürgen Prochnow, Sting,  Kenneth McMillan,  Max von Sydow,  Dean Stockwell,  Patrick Stewart;Tr bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0182;13/02/1985;13/02/1985;La Déchirure;LA DECHIRURE;The Killing Fields;USA;Roland Joffé;Sam Waterston, Haing S. Ngor, John Malkovich;pas mal;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0183;20/02/1985;20/02/1985;BRAZIL;BRAZIL;BRAZIL;Angleterre;Terry Gilliam;Jonathan Pryce,  Robert De Niro,  Kim Greist,  Michael Palin,  Bob Hoskins,  Ian Holm,  Terry Gilliam,  Jim Broadbent ;bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0184;20/02/1985;21/02/1985;Body double;Body double;;USA;Brian De Palma;Craig Wasson, Melanie Griffith, Gregg Henry,;pas mal;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0185;03/04/1985;04/04/1985;2010 : L'Année du premier contact;2010.jpg;2010;USA;Peter Hyams;Roy Scheider, John Lithgow, Helen Mirren,;moyen;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0186;10/04/1985;10/04/1985;Subway;;;France;Luc Besson;Christophe Lambert, Isabelle Adjani, Richard Bohringer;bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0187;12/04/1985;12/04/1985;Ladyhawke la femme de la nuit;LADYHAWKE LA FEMME DE LA NUIT;LadyHawke;USA;Richard Donner;Matthew Broderick, Rutger Hauer, Michelle Pfeiffer;bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0188;24/04/1985;24/04/1985;TERMINATOR;;The Terminator;USA;James Cameron;Arnold Schwarzenegger,  Michael Biehn, Linda Hamilton,  Lance Henriksen, Bill Paxton;Tr bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0189;15/05/1985;16/05/1985;Mishima;;Mishima : a Life in Four Chapters;USA;Paul Schrader;Ken Ogata, Kenji Sawada, Masayuki Shionoya,;pas mal;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0190;22/05/1985;23/05/1985;Birdy;Birdy;;USA;Alan Parker;Matthew Modine, Nicolas Cage, John Harkins,;pas mal;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0191;22/05/1985;23/05/1985;Witness;Witness;;USA;Peter Weir;Harrison Ford,  Kelly McGillis,  Danny Glover,  Viggo Mortensen ;bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0192;29/05/1985;30/05/1985;La Rose pourpre du caire;LA ROSE POURPRE DU CAIRE;The Purple Rose of Cairo;USA;Woody Allen;Mia Farrow, Jeff Daniels, Danny Aiello,;pas mal;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0193;01/06/1985;02/06/1985;Ran;;;Japon;Akira Kurosawa;Tatsuya Nakadai, Akira Terao, Jinpagi Nezu;bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0194;26/06/1985;27/06/1985;La Foret d'emeraude;LA FORET D'EMERAUDE;The Emerald forest ;Angleterre;John Boorman;Powers Boothe, Meg Foster, Charley Boorman,;moyen;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0195;03/07/1985;03/07/1985;Sang pour Sang;;Blood Simple;USA;Joel et Ethan Coen;John Getz,  Frances McDormand,  Dan Hedaya, M. Emmet Walsh;bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0196;03/07/1985;04/07/1985;Starman;;;USA;John Carpenter;Jeff Bridges, Karen Allen, Charles Martin Smith;moyen;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0197;26/07/1985;27/07/1985;Le Baiser de la femme araignée;LE BAISER DE LA FEMME ARAIGNEE;Kiss of the Spider Woman;USA;Hector Babenco;William Hurt, Raul Julia, Sonia Braga,;moyen;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0198;14/08/1985;15/08/1985;Pale rider;;;USA;Clint Eastwood;Clint Eastwood, Michael Moriarty, Carrie Snodgress,;bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0199;28/08/1985;28/08/1985;Legend;LEGEND 1985;;USA;Ridley Scott;Tom Cruise, Mia Sara, Tim Curry,;pas mal;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0200;18/09/1985;19/09/1985;Lifeforce, l'Etoile du Mal;;Lifeforce;USA;Tobe Hooper;Steve Railsback,  Peter Firth,  Mathilda May, Patrick Stewart ;bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0201;25/09/1985;26/09/1985;Mad Max 3 : Au-delà du Dôme du Tonnerre;;Mad Max Beyond Thunderdome;USA;George Miller ;Mel Gibson, Tina Turner, Frank Thring;bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0202;16/10/1985;17/10/1985;Rambo II la mission;;Rambo : First Blood Part II;USA;George Pan Cosmatos;Sylvester Stallone, Richard Crenna, Charles Napier,;moyen;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0203;23/10/1985;23/10/1985;Retour vers le futur;Retour vers le futur;Back to the Future;USA;Robert Zemeckis;Michael J. Fox,  Christopher Lloyd;bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0204;13/11/1985;14/11/1985;L'Année du dragon;;Year of the Dragon;USA;Michael Cimino;Mickey Rourke, John Lone ;moyen;canal +;0;Télé St Cloud;;;;;
F0205;27/11/1985;28/11/1985;Cocoon;Cocoon;;USA;Ron Howard; Don Ameche,  Wilford Brimley,  Brian Dennehy ;moyen;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0206;05/03/1986;05/03/1986;Enemy;Enemy;Enemy mine;USA;Wolfgang Petersen;Dennis Quaid,   Louis Gossett Jr.,  Brion James;Tr bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0207;26/03/1986;26/03/1986;Highlander;HIGHLANDER;;USA;Russell Mulcahy;Christophe Lambert, Sean Connery;pas mal;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0208;02/04/1986;02/04/1986;Le Diamant du nil;LE DIAMANT DU NIL;The Jewel of the Nile;USA;Lewis Teague;Michael Douglas, Kathleen Turner;moyen;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0209;09/04/1986;09/04/1986;37,2° le matin;37,2 LE MATIN.jpg;;France;Jean-Jacques Beineix;Béatrice Dalle, Jean-Hugues Anglade;pas mal;canal +;0;Télé St Cloud;;;;;
F0210;27/08/1986;27/08/1986;Jean de Florette;JEAN DE FLORETTE;;France;Claude Berri;Yves Montand,  Gérard Depardieu,  Daniel Auteuil ;bien;canal +;0;Télé St Cloud;;;;;
F0211;17/09/1986;17/09/1986;Top Gun;;;USA;Tony Scott;Tom Cruise, Tom Skerritt,  Kelly McGillis,  Val Kilmer,  Michael Ironside,  Tim Robbins ;bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0212;01/10/1986;01/10/1986;Mission;;The Mission;USA;Roland Joffé;Robert De Niro, Jeremy Irons;bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0213;08/10/1986;08/10/1986;ALIENS : Le retour;Aliens.jpg;ALIENS;USA;James Cameron;Sigourney Weaver, Michael Biehn, Lance Henriksen, Paul Reiser,  Carrie Henn,  Bill Paxton ;Tr bien;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0214;21/01/1987;21/01/1987;Blue velvet;Blue velvet;;USA;David Lynch;Kyle MacLachlan, Isabella Rossellini, Dennis Hopper;pas mal;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0215;21/01/1987;24/01/1987;La Mouche;LA MOUCHE;The Fly;USA;David Cronenberg;Jeff Goldblum,  Geena Davis ;bien;Ciné Plein Tarif ;;Galia Agen;;Françoise;;;
F0216;04/02/1987;04/02/1987;Crocodile dundee;Crocodile dundee;;Australie;Peter Faiman;Paul Hogan, Linda Kozlowski;pas mal;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0217;04/02/1987;05/02/1987;Fiével et le nouveau monde;FIEVEL ET LE NOUVEAU MONDE;An American Tail;USA;Don Bluth;Animation USA;pas mal;canal +;0;Télé St Cloud;;;;;
F0218;25/03/1987;25/03/1987;Platoon;;;USA;Oliver Stone;Charlie Sheen,  Tom Berenger,  Willem Dafoe,  Forest Whitaker, Johnny Depp ;moyen;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0219;30/03/1977;31/03/1987;Pique-nique à Hanging Rock;PICNIC A HANGING ROCK;Picnic at Hanging Rock;Australie;Peter Weir;Rachel Roberts, Vivean Gray, Helen Morse, Kirsty Child;bien;Ciné Plein Tarif ;;Escurial;;xwife + pote belge;;;
F0220;08/04/1987;09/04/1987;Angel heart;Angel heart;;USA;Alan Parker;Mickey Rourke, Robert De Niro;pas mal;Ciné Plein Tarif ;;Paris de 1982 à 1999;;;;;
F0221;22/04/1987;22/04/1987;Le Sixième sens;LE SIXIEME SENS;Manhunter;USA;Michael Mann;William L. Petersen,  Kim Greist,  Joan Allen,  Brian Cox,  Dennis Farina ;bien;canal +;0;Télé St Cloud;;;;;
F0222;13/05/1947;14/05/1987;Casablanca;Casablanca;;USA;Michael Curtiz;Humphrey Bogart, Ingrid Bergman,;moyen;canal +;0;Télé St Cloud;;;;;
